temperature,wind_speed,pressure,humidity,Soil_Name,N,P,K,Crop
21.38727496,2.091655384,1013.847171,21.11624921,loamy,6.21,15.87,0,Jowar
20.17721794,2.100870219,1013.083962,21.92681078,silty,71.064,0,0,Maize
20.09976423,1.991469292,1013.835234,21.75528599,silty,8.46,8.46,0,Moong(Green Gram)
21.18428211,1.973668732,1015.430538,21.50767618,silt,1.95,1.95,1.95,Niger seed
21.80440218,1.994605264,1015.888622,20.11658701,silty,38.25,38.25,38.25,Other Kharif pulses
20.50441518,2.026190299,1013.931484,20.79669452,silty,0,14.128,0,Ragi
21.20322416,2.032433114,1015.806646,20.6958333,loamy,10.09,26.234,26.234,Rice
21.13047373,2.089918367,1013.361923,21.6499532,sandy,38.892,103.712,51.856,Sesamum
21.26258982,2.04120261,1013.833772,21.43007365,silty,5.096,5.096,0,Small millets
20.99966509,2.03271611,1014.823052,21.67321588,sandy,0,0,0,Soyabean
21.52694502,1.986623458,1013.162832,20.41610065,chalky,0,0,0,Sunflower
21.48285633,1.986672456,1013.825246,21.309373,silty,3.84,4.8,0,Urad
21.54579913,2.088371119,1013.502713,20.62701862,chalky,2.775,0,0,Gram
21.126735,2.023016846,1013.531115,21.3158071,sandy,4.531,4.531,0,Jowar
20.28632927,2.0022462,1014.906734,21.41841753,sandy,0,0,0,Linseed
21.6048077,2.084401196,1014.860681,21.19375899,peaty,916.136,0,0,Maize
21.89506572,2.071824463,1015.961142,20.36425115,peaty,9.63,24.61,0,Other  Rabi pulses
20.46113315,2.091581237,1013.199977,20.77958796,loamy,56.07,0,0,Rapeseed &Mustard
20.97863315,2.011764271,1015.958892,21.96373026,silt,9,9,0,Safflower
21.47500312,2.056032942,1013.307673,20.7307112,peaty,0,0,0,Sesamum
20.83895007,2.049512879,1013.765728,20.63436856,peaty,38.25,38.25,38.25,Small millets
21.15321819,2.096504883,1015.138673,21.92937697,loamy,0,23.184,0,Sunflower
21.51859822,1.991778441,1015.423466,20.28991597,clay,5.64,14.664,14.664,Wheat
21.42234739,2.068807747,1014.048418,20.67110385,clay,41.7,111.2,55.6,Groundnut
20.50190832,2.035696353,1015.732804,21.17483376,chalky,7.476,7.476,0,Sunflower
20.92389379,2.013125237,1013.715669,21.75258712,loamy,2.1,5.25,2.1,Sugarcane
20.77166425,2.014634754,1015.764483,20.10136119,loamy,0,0,0,Arhar/Tur
20.9562158,1.99601792,1013.68662,20.66569575,clay,3.392,4.24,0,Bajra
21.54236285,2.022596545,1013.410819,20.78591316,peaty,2.8,0,0,Cotton(lint)
20.95552814,2.089231116,1015.364504,21.49615354,peaty,2.898,2.898,0,Groundnut
20.60095149,2.053885372,1015.554652,20.23686934,silty,0,0,0,Jowar
21.38923372,2.097337521,1014.737699,20.14719199,loamy,901.37,0,0,Maize
21.12343701,2.075463716,1014.036242,21.93897953,silty,7.704,19.688,0,Moong(Green Gram)
21.07414729,2.047324338,1015.724459,21.60927802,loamy,50.568,0,0,Niger seed
20.72231163,2.096520908,1015.290904,21.20902324,loamy,8.22,8.22,0,Other Kharif pulses
20.03060997,2.083347777,1014.456016,20.99331314,peaty,0.465,0.465,0.465,Ragi
20.81523364,2.022795793,1015.764595,21.60282303,clay,38.25,38.25,38.25,Rice
20.05384165,2.003632514,1015.104533,20.1308016,loamy,0,26.832,0,Sesamum
21.41202949,2.095120871,1013.369133,21.22386926,loamy,10.24,26.624,26.624,Small millets
20.73705965,2.031691159,1015.735817,21.16115225,silt,41.496,110.656,55.328,Soyabean
21.53242352,2.028867528,1015.117479,21.69101668,loamy,7.84,7.84,0,Sunflower
21.32356096,2.051622942,1013.312408,20.74800427,sandy,7.504,18.76,7.504,Urad
21.9910863,2.09810545,1013.192762,21.29926165,silty,0,0,0,Gram
21.13253779,2.053517255,1015.787704,21.16752459,loamy,2.896,3.62,0,Jowar
20.70446225,2.045334046,1014.998241,20.78057655,peaty,3.15,0,0,Maize
20.61500484,2.104422542,1015.067084,20.92701309,peaty,3.45,3.45,0,Other  Rabi pulses
20.37524726,1.977673263,1014.148298,20.67452236,sandy,0,0,0,Rapeseed &Mustard
20.96559741,2.069386262,1013.939222,22.01589054,clay,902.566,0,0,Safflower
20.21579184,2.020657027,1015.342574,20.40648711,silt,6.516,16.652,0,Sesamum
21.49476244,2.007108524,1014.539962,20.51667586,sandy,59.22,0,0,Small millets
20.65166248,2.065918667,1014.605559,21.13388196,chalky,7.68,7.68,0,Sunflower
21.22563836,2.109907049,1014.159712,20.60190328,peaty,3.255,3.255,3.255,Wheat
20.21319865,1.996084103,1014.615897,20.22294863,chalky,38.25,38.25,38.25,Groundnut
20.31704669,2.002177033,1014.891132,20.41353764,silt,0,28.048,0,Maize
20.1301897,1.980001142,1013.057653,21.00638842,loamy,10.5,27.3,27.3,Sunflower
20.46614486,2.063640562,1013.620431,22.05642984,clay,39.72,105.92,52.96,Sugarcane
20.92516393,2.072148236,1014.767516,20.27596266,chalky,8.008,8.008,0,Arhar/Tur
20.11738318,1.972974985,1015.671333,21.24878693,silt,5.824,14.56,5.824,Bajra
21.07232882,1.998598999,1015.149873,21.75419541,peaty,0,0,0,Cotton(lint)
20.89497622,2.047990816,1015.543034,21.23250254,loamy,3.008,3.76,0,Groundnut
21.08437762,2.09348658,1013.07475,20.39288788,sandy,2.775,0,0,Jowar
20.42508868,2.030397163,1015.354719,20.12881097,chalky,2.921,2.921,0,Maize
21.4558294,2.082794453,1013.523796,21.37878661,clay,0,0,0,Moong(Green Gram)
21.74696711,1.983622951,1015.543857,21.61054809,chalky,928.372,0,0,Niger seed
22.04904098,1.980384453,1015.080522,20.34778168,clay,6.93,17.71,0,Other Kharif pulses
20.8546957,2.08443342,1013.671834,20.29096383,sandy,52.08,0,0,Ragi
21.15893963,2.046675098,1014.70428,20.58886013,loamy,8.6,8.6,0,Rice
21.23640427,2.051649773,1015.92532,21.7616016,clay,2.16,2.16,2.16,Sesamum
20.18337022,1.987901705,1014.344175,20.46662595,clay,38.25,38.25,38.25,Small millets
21.64204379,2.085263495,1013.010926,21.08079058,sandy,0,20.08,0,Soyabean
21.47050188,2.095926128,1013.671036,20.59336447,clay,3.13,8.138,8.138,Sunflower
21.48956163,1.981496618,1013.338937,20.66439796,chalky,38.688,103.168,51.584,Urad
20.43103788,2.084673912,1013.411424,21.24359641,clay,7.588,7.588,0,Gram
20.54801204,2.00677762,1015.459534,21.03974546,chalky,1.596,3.99,1.596,Jowar
21.66721568,2.018229447,1013.459305,22.07259969,loamy,0,0,0,Maize
21.38235121,2.091239566,1015.172725,20.56628188,silt,2.8,3.5,0,Other  Rabi pulses
20.67208864,2.09977638,1015.651161,20.02038621,sandy,2.525,0,0,Rapeseed &Mustard
21.16255197,1.983141114,1013.947267,20.26088922,sandy,3.91,3.91,0,Safflower
20.80996209,2.052472394,1014.895479,20.89498668,loamy,0,0,0,Sesamum
21.55854534,2.008549182,1014.505653,21.44840781,clay,920.828,0,0,Small millets
21.3893886,2.018110186,1015.359497,20.46131171,peaty,7.992,20.424,0,Sunflower
20.45640019,2.091529152,1015.318279,21.3579763,chalky,40.908,0,0,Wheat
21.93403363,2.03410733,1015.875969,21.8849724,loamy,7.66,7.66,0,Groundnut
20.81437453,2.009959421,1015.44193,20.68980519,silty,0.975,0.975,0.975,Maize
21.00002833,2.003761151,1013.318323,20.56166193,chalky,38.25,38.25,38.25,Sugarcane
21.84444221,2.018354186,1013.716327,21.69721921,loamy,0,15.712,0,Arhar/Tur
20.74743885,1.978654596,1013.770047,21.05546588,clay,3.61,9.386,9.386,Bajra
20.36303873,2.086032763,1014.541844,21.94996996,loamy,37.704,100.544,50.272,Cotton(lint)
21.5385938,1.985418324,1014.80979,20.91510183,chalky,4.62,4.62,0,Groundnut
21.80055058,2.096892301,1014.362628,21.20985332,chalky,2.422,6.055,2.422,Jowar
20.21249438,2.041430108,1013.654232,21.22413297,clay,0,0,0,Maize
20.92958336,2.031554118,1015.750515,20.77858843,clay,2.288,2.86,0,Moong(Green Gram)
21.38920834,2.008823361,1014.043871,21.37703689,silty,2.1,0,0,Niger seed
21.27317277,2.035134969,1015.818554,20.74584907,silty,1.771,1.771,0,Other Kharif pulses
20.25367668,1.974087124,1013.223641,21.93804795,loamy,0,0,0,Ragi
21.66389669,2.028318457,1015.628991,20.58938594,silty,890.974,0,0,Rice
21.89036808,2.061179859,1013.139527,21.4955852,silty,6.858,17.526,0,Sesamum
21.15410078,1.971262955,1013.006945,21.59580712,clay,27.195,0,0,Small millets
21.99899624,2.022386352,1014.341918,21.43088081,clay,7.46,7.46,0,Soyabean
21.72423787,2.069597584,1014.718813,21.84738638,silt,0.045,0.045,0.045,Sunflower
21.62978259,1.970475759,1015.897901,21.08757277,chalky,38.25,38.25,38.25,Urad
21.31853288,1.974833728,1013.746177,21.18815753,silt,0,10.368,0,Gram
20.03077576,1.992368988,1014.916366,21.26616624,clay,5.3,13.78,13.78,Jowar
21.03196189,2.017927276,1015.425636,21.93043834,sandy,36.84,98.24,49.12,Maize
21.02161537,2.041092584,1013.323537,20.77200075,sandy,3.276,3.276,0,Other  Rabi pulses
21.38123444,2.058479046,1013.99031,21.12135264,chalky,1.288,3.22,1.288,Rapeseed &Mustard
20.88164304,2.001104775,1014.792998,21.83475299,peaty,0,0,0,Safflower
20.68502453,2.04435599,1014.21502,21.89638776,peaty,0,0,0,Sesamum
21.57212267,2.01869913,1014.407186,20.94284655,loamy,1.325,0,0,Small millets
20.99305672,1.980626923,1015.712934,22.07178571,clay,5.98,5.98,0,Sunflower
20.82007795,2.093985795,1014.895724,20.71984107,loamy,0,0,0,Wheat
20.83192402,2.044695517,1013.296994,21.62695941,chalky,740.002,0,0,Groundnut
21.03787635,1.987538663,1014.370111,21.51190588,sandy,32.508,83.076,0,Banana
20.81393619,2.044561748,1014.489277,21.63401828,silt,7.371,0,0,Grapes
21.44303896,1.976793627,1014.878831,21.19928186,silty,16.82,16.82,0,Mango
20.67090393,2.019104762,1014.46783,21.1578972,silt,5.7,5.7,5.7,Onion
21.33684648,2.057714118,1015.588962,21.46328758,peaty,0,0,0,Sugarcane
20.73334255,1.976282435,1015.541893,21.09196492,sandy,0,36,0,Tomato
20.19076445,2.023325355,1015.619768,21.41474443,silt,6.68,17.368,17.368,Arhar/Tur
21.82446015,2.070343334,1013.258599,21.49853194,sandy,7.656,20.416,10.208,Bajra
20.74894311,2.013410332,1014.870631,21.63009743,chalky,1.148,1.148,0,Groundnut
20.03008944,2.105935577,1014.697455,21.48996713,chalky,0,0,0,Jowar
21.51846149,2.083186018,1014.927751,20.46824385,chalky,0,0,0,Maize
21.23115368,2.087385993,1014.339119,20.66091901,loamy,0.224,0.28,0,Moong(Green Gram)
21.66835688,2.059397494,1013.454488,21.59586301,silt,0.5,0,0,Niger seed
21.98564861,1.99844856,1014.047139,20.49326622,peaty,0,0,0,Other Cereals & Millets
21.31408538,2.053301818,1013.167868,21.75363131,silt,598.552,0,0,Other Kharif pulses
21.98903617,2.027332523,1013.396692,20.74083647,peaty,7.182,18.354,0,Ragi
21.82009678,2.038551724,1015.262209,20.97828958,chalky,35.742,0,0,Rice
21.21898917,1.999058218,1014.664723,21.65016579,silty,8.74,8.74,0,Sesamum
20.69875878,2.046915439,1013.493017,21.27895278,sandy,0.615,0.615,0.615,Sunflower
20.55215695,2.006546934,1013.846558,21.67226701,sandy,38.25,38.25,38.25,Urad
21.11231993,2.055259863,1015.832634,20.09188914,clay,0,3.104,0,Gram
21.1266198,1.985460096,1013.484226,20.72291424,loamy,4.53,11.778,11.778,Jowar
21.46920195,2.00092454,1015.069044,21.45387897,chalky,39.204,104.544,52.272,Linseed
21.25931292,2.011528791,1015.738518,21.05187937,loamy,4.284,4.284,0,Maize
21.75836521,1.989980558,1013.186201,21.55841758,peaty,0,0,0,Other  Rabi pulses
21.09738815,2.098837051,1014.271768,21.61858071,loamy,1.501,1.501,1.501,Other Cereals & Millets
20.47878591,2.050955567,1013.606814,21.32267565,chalky,1.728,2.16,0,Rapeseed &Mustard
21.59759076,2.04956182,1014.307782,20.86909182,loamy,2.65,0,0,Safflower
20.61481022,2.092237034,1013.153159,21.77119759,sandy,3.496,3.496,0,Sesamum
21.09260746,2.09573404,1014.315821,20.73110682,silty,0,0,0,Soyabean
21.69700619,1.976615898,1014.093112,20.17205919,chalky,834.164,0,0,Sunflower
20.43421698,2.034501854,1013.933182,20.92153178,sandy,4.068,10.396,0,Wheat
21.96579163,2.049862576,1015.748809,20.90532357,chalky,49.329,0,0,Groundnut
21.50454375,2.00137595,1015.143714,21.81860808,silt,6.38,6.38,0,Maize
20.16774022,1.98546267,1015.123834,20.14295281,silt,0.825,0.825,0.825,Sunflower
20.54577934,1.973018624,1014.582708,21.4485213,loamy,38.25,38.25,38.25,Cotton(lint)
22.00324703,2.053138129,1015.921911,21.36447893,silt,0,5.184,0,Sugarcane
20.79072432,2.097567516,1013.737374,20.02067894,chalky,2.08,5.408,5.408,Arhar/Tur
21.77150064,1.995964469,1014.041907,21.66777682,sandy,22.572,60.192,30.096,Bajra
21.42170718,2.067942624,1015.118684,20.38794059,silty,8.876,8.876,0,Cotton(lint)
20.45920123,1.982385991,1015.802619,21.65483738,sandy,0,0,0,Groundnut
21.26447287,2.060886234,1015.079484,20.81553721,silty,0,0,0,Moong(Green Gram)
20.25154141,2.106014095,1013.85288,20.52403331,silty,1.6,2,0,Niger seed
21.90320937,1.976260784,1013.733816,20.35643878,silt,1.775,0,0,Ragi
20.33542118,2.056336359,1014.65307,20.58315832,silt,2.484,2.484,0,Rice
21.46709448,2.032993124,1013.613412,20.97873316,clay,0,0,0,Sesamum
21.5669332,2.030563323,1015.134621,21.14868429,chalky,843.64,0,0,Soyabean
21.52141719,2.066276667,1013.303795,21.88394214,silt,6.39,16.33,0,Sugarcane
20.2339135,1.996385981,1015.539569,20.08568702,silty,50.673,0,0,Sunflower
21.04595364,2.080799033,1013.385603,21.98863668,loamy,8.54,8.54,0,Urad
21.75238879,1.971513929,1015.73829,21.63177949,peaty,2.535,2.535,2.535,Gram
21.60277316,2.025309172,1013.229476,20.25232024,peaty,38.25,38.25,38.25,Linseed
20.14423379,2.077576681,1015.327649,21.41745723,loamy,0,25.136,0,Rapeseed &Mustard
20.89248032,1.975622366,1014.401357,20.11657648,sandy,7.36,19.136,19.136,Safflower
20.85567197,2.088213079,1014.216415,21.32618931,chalky,16.008,42.688,21.344,Sunflower
21.17613605,2.094855192,1014.678528,20.7098211,peaty,6.44,6.44,0,Wheat
21.25594376,2.071424689,1015.25026,20.79332709,silt,3.304,8.26,3.304,Groundnut
21.44242249,2.042997232,1014.294378,20.54453843,loamy,0.152,0.152,0.152,Sunflower
20.33959048,2.073042646,1015.297567,20.52250581,chalky,4,5,0,Arhar/Tur
20.81285682,1.971792436,1015.938295,20.86511266,peaty,1.5,0,0,Bajra
21.94934311,1.981438207,1013.93041,20.0522966,chalky,10.58,10.58,0,Cotton(lint)
21.7059492,2.048625103,1013.705413,21.34797115,silt,0,0,0,Groundnut
21.93331407,2.099704678,1015.159836,21.85640823,silt,906.844,0,0,Jowar
20.21725439,2.018495674,1015.081796,22.03956281,silty,6.21,15.87,0,Maize
20.75680189,2.030874168,1013.654536,20.67023905,silty,71.064,0,0,Moong(Green Gram)
21.21766083,2.001587892,1015.195304,21.96524906,chalky,8.46,8.46,0,Niger seed
20.26773844,2.103540716,1015.946082,20.27654532,sandy,1.95,1.95,1.95,Ragi
21.50480326,1.986666842,1015.580487,21.86710918,peaty,38.25,38.25,38.25,Rice
20.56321496,2.091995931,1013.399893,20.60273413,clay,0,14.128,0,Sesamum
20.64329078,2.080331298,1014.805366,20.58382841,clay,10.09,26.234,26.234,Soyabean
21.87007754,2.066301385,1014.219754,20.6361188,silt,38.892,103.712,51.856,Sunflower
21.07558526,1.980710904,1015.872451,20.9522815,loamy,5.096,5.096,0,Urad
21.91569861,2.109699351,1015.982055,21.81449736,chalky,0,0,0,Gram
20.87589975,2.086553871,1014.536101,22.05039165,clay,0,0,0,Jowar
20.90470033,2.072934883,1013.256181,20.54924668,chalky,3.84,4.8,0,Linseed
21.27315738,2.081651037,1014.124577,22.02151714,silty,2.775,0,0,Maize
21.88406708,1.986131128,1015.461723,21.18569911,loamy,4.531,4.531,0,Rapeseed &Mustard
20.51616436,2.025710344,1015.744976,20.51890742,chalky,0,0,0,Safflower
21.62494028,2.059095613,1014.175484,20.90090628,loamy,916.136,0,0,Sesamum
21.97888633,2.011195957,1014.587802,22.03529463,chalky,9.63,24.61,0,Sunflower
21.7911565,2.050035744,1013.421621,21.04878053,loamy,56.07,0,0,Wheat
20.5649939,2.108234908,1014.370748,21.14239834,chalky,9,9,0,Groundnut
21.2035038,2.084029336,1015.72764,20.2321415,loamy,0,0,0,Maize
20.96127473,2.039045936,1014.461416,21.00079291,silt,38.25,38.25,38.25,Arhar/Tur
20.60142558,1.97369277,1015.894245,21.86112425,sandy,0,23.184,0,Bajra
21.78441799,2.048014044,1014.288055,21.4851313,sandy,5.64,14.664,14.664,Cotton(lint)
21.63084695,2.062260675,1015.043132,21.76824042,loamy,41.7,111.2,55.6,Groundnut
20.11125935,1.978929299,1014.743031,20.45347841,silt,7.476,7.476,0,Jowar
21.3228782,2.016427371,1014.834251,21.11467383,loamy,2.1,5.25,2.1,Maize
22.026546,2.059074982,1015.257085,22.01016346,chalky,0,0,0,Moong(Green Gram)
22.04047216,2.063509849,1013.386564,20.35933581,peaty,3.392,4.24,0,Ragi
21.26039112,2.064278754,1015.015732,21.65708508,chalky,2.8,0,0,Rice
22.03102205,2.091409721,1013.686904,21.12517051,chalky,2.898,2.898,0,Sesamum
20.15423583,2.079401438,1013.165311,20.24737194,clay,0,0,0,Soyabean
21.07919446,1.991473431,1013.061483,21.76390042,silty,901.37,0,0,Sunflower
20.07225232,2.081741123,1013.221182,21.98607115,clay,7.704,19.688,0,Urad
21.82983537,2.039674916,1013.433481,21.84016617,sandy,50.568,0,0,Gram
21.66612777,1.990942577,1015.375041,20.22190462,clay,8.22,8.22,0,Jowar
21.80268742,1.989455813,1013.275424,21.04027147,silt,0.465,0.465,0.465,Linseed
20.92880875,2.023700133,1013.460188,21.7524851,clay,38.25,38.25,38.25,Maize
21.51854311,2.067840849,1014.265572,20.57646652,chalky,0,26.832,0,Rapeseed &Mustard
22.04869288,2.012851421,1014.885345,21.26338141,loamy,10.24,26.624,26.624,Safflower
21.85783968,2.105932791,1015.756049,20.63843613,peaty,41.496,110.656,55.328,Sesamum
21.51164214,2.103124794,1015.311237,21.34260278,loamy,7.84,7.84,0,Sunflower
21.41269528,2.023019059,1014.362176,20.79192336,loamy,7.504,18.76,7.504,Wheat
20.02797655,2.070950463,1013.236439,20.3490681,loamy,0,0,0,Groundnut
22.00779335,2.007139195,1013.82576,21.71929856,clay,2.896,3.62,0,Maize
20.06423258,1.994006007,1014.937668,21.35121481,loamy,3.15,0,0,Sugarcane
20.51877603,1.991089764,1013.708859,20.86533918,peaty,3.45,3.45,0,Arhar/Tur
22.03185275,1.994910867,1015.854817,21.16143,silty,0,0,0,Bajra
20.1792763,1.996543219,1014.254097,21.0281759,chalky,902.566,0,0,Cotton(lint)
20.33967732,2.028466209,1014.498448,20.56634896,chalky,6.516,16.652,0,Groundnut
21.9428099,2.109060263,1014.267302,20.43075167,peaty,59.22,0,0,Jowar
21.223812,2.10659641,1013.031201,21.84307968,chalky,7.68,7.68,0,Maize
20.84241835,2.055846066,1014.308939,20.81345177,sandy,3.255,3.255,3.255,Moong(Green Gram)
20.62660617,1.993284866,1013.89058,21.55645855,loamy,38.25,38.25,38.25,Niger seed
20.31354354,2.070285024,1015.851927,20.29651825,clay,0,28.048,0,Ragi
21.42828062,2.066281128,1013.116782,21.54829181,chalky,10.5,27.3,27.3,Rice
21.60416712,2.090831888,1014.013198,20.71104574,sandy,39.72,105.92,52.96,Sesamum
20.3201836,2.024627999,1015.053119,21.45926193,silty,8.008,8.008,0,Soyabean
20.91454056,1.995658649,1013.170337,20.28663436,chalky,5.824,14.56,5.824,Sugarcane
21.11398988,2.027121515,1015.761162,21.17316646,clay,0,0,0,Sunflower
20.88117722,2.073894035,1013.331689,21.72022427,sandy,3.008,3.76,0,Urad
20.62433849,2.030223028,1015.538048,22.0709568,loamy,2.775,0,0,Gram
20.7284307,2.053421018,1013.611954,20.29430489,silty,2.921,2.921,0,Jowar
21.21225504,2.093531975,1015.869288,20.17259377,silty,0,0,0,Maize
20.6030063,2.026005985,1015.297675,20.06029517,silt,928.372,0,0,Rapeseed &Mustard
21.11700043,2.027765655,1013.894585,21.75362227,silt,6.93,17.71,0,Safflower
20.65245709,2.102850981,1013.881746,21.93256853,silty,52.08,0,0,Sesamum
20.48602196,2.0941369,1013.872509,21.58006445,peaty,8.6,8.6,0,Sunflower
21.52599613,2.028185873,1014.329092,21.49949879,silt,2.16,2.16,2.16,Wheat
21.58074953,2.102117008,1014.467617,21.59732372,loamy,38.25,38.25,38.25,Sugarcane
20.52672548,1.981702586,1014.872141,21.25479892,sandy,0,20.08,0,Arhar/Tur
21.4493212,2.057463905,1015.080801,21.07497932,silt,3.13,8.138,8.138,Bajra
21.57658589,2.106659201,1015.263713,20.58485244,clay,38.688,103.168,51.584,Cotton(lint)
21.18327504,2.063271215,1015.471364,21.91121815,sandy,7.588,7.588,0,Groundnut
21.1256411,2.017892976,1014.630631,20.43030781,loamy,1.596,3.99,1.596,Jowar
20.20165688,1.979134393,1015.111635,21.77307122,sandy,0,0,0,Maize
20.44654346,2.028312025,1014.733268,20.39708027,loamy,2.8,3.5,0,Moong(Green Gram)
20.82137242,2.049150517,1014.164605,20.06930558,chalky,2.525,0,0,Niger seed
21.9875065,2.102605487,1013.635808,21.16735619,loamy,3.91,3.91,0,Ragi
21.74786877,2.073593945,1015.424566,20.06821144,chalky,0,0,0,Rice
20.5092483,2.036600713,1013.477458,21.52688368,clay,920.828,0,0,Sesamum
20.41424439,2.086957596,1013.373184,20.87751845,silty,7.992,20.424,0,Soyabean
20.91804325,2.088330637,1015.148408,20.15641237,sandy,40.908,0,0,Sugarcane
21.52359751,2.020345149,1014.517483,21.9535664,loamy,7.66,7.66,0,Sunflower
21.63702402,1.983739313,1015.153197,21.83334903,loamy,0.975,0.975,0.975,Urad
21.17734631,2.002477331,1015.426623,20.66995568,peaty,38.25,38.25,38.25,Gram
20.53120431,2.040169834,1014.934531,21.33259967,silty,0,15.712,0,Jowar
21.56029988,2.032784656,1014.522227,21.21259923,loamy,3.61,9.386,9.386,Linseed
20.36637625,2.085971959,1014.368457,20.40135752,peaty,37.704,100.544,50.272,Maize
21.9648776,2.069532059,1015.893625,20.29548787,clay,4.62,4.62,0,Rapeseed &Mustard
21.26675855,2.003999215,1015.792097,20.06730116,clay,2.422,6.055,2.422,Safflower
20.25692615,2.078042421,1014.27029,21.25659658,peaty,0,0,0,Sesamum
21.20203798,1.988785664,1013.725035,20.91024367,silty,2.288,2.86,0,Sunflower
21.13236939,2.098532383,1014.272316,20.99711535,loamy,2.1,0,0,Wheat
20.86277628,2.095696328,1015.659877,21.24249076,sandy,1.771,1.771,0,Arhar/Tur
20.23169092,2.088222654,1014.31043,21.25097238,silt,0,0,0,Bajra
21.7120565,2.012034243,1014.953739,21.9610005,peaty,890.974,0,0,Cotton(lint)
21.1375835,2.068012418,1015.102984,21.98556755,silt,6.858,17.526,0,Groundnut
21.66182009,2.105337577,1014.285598,21.61038398,chalky,27.195,0,0,Jowar
20.48874982,1.970270027,1014.043312,20.52607931,peaty,7.46,7.46,0,Maize
20.06436895,2.099093894,1014.008295,21.90116089,peaty,0.045,0.045,0.045,Moong(Green Gram)
21.44426947,2.04803214,1015.295198,21.37620191,clay,38.25,38.25,38.25,Niger seed
21.16060997,2.086692846,1014.498883,21.15802318,silty,0,10.368,0,Ragi
21.05370715,2.009717681,1014.79486,20.44020168,clay,5.3,13.78,13.78,Rice
21.40087504,1.98178535,1013.888085,20.59538614,chalky,36.84,98.24,49.12,Sesamum
21.79485481,2.070209467,1013.585767,20.90716459,chalky,3.276,3.276,0,Soyabean
21.08660154,2.080987415,1015.613855,20.15682737,silt,1.288,3.22,1.288,Sugarcane
20.72826795,2.006047833,1013.815773,21.81993427,peaty,0,0,0,Sunflower
20.11689082,1.99689129,1013.689991,21.44279806,silty,0,0,0,Urad
21.79847043,1.991573936,1013.987761,20.81439489,silty,1.325,0,0,Gram
20.67922843,2.097236196,1013.691667,21.15912331,loamy,5.98,5.98,0,Jowar
20.45736002,2.045278754,1013.707168,20.5809626,silt,0,0,0,Linseed
20.29067184,2.031618501,1014.093459,20.26843623,silt,740.002,0,0,Maize
21.87702374,2.026899255,1015.30874,20.27077521,silt,32.508,83.076,0,Rapeseed &Mustard
20.17844726,2.009929468,1014.342028,20.93968309,sandy,7.371,0,0,Safflower
21.10072494,2.013786337,1015.000901,20.51002617,silty,16.82,16.82,0,Sesamum
20.47241392,1.983293262,1015.140764,21.61708048,silt,5.7,5.7,5.7,Sunflower
21.35221224,1.995386305,1013.359815,20.66346939,peaty,0,0,0,Wheat
20.38157537,2.070832986,1013.613979,22.05464689,clay,0,36,0,Arhar/Tur
20.80351174,1.977180593,1013.595648,21.26643566,clay,6.68,17.368,17.368,Bajra
21.30427205,2.008209292,1015.509339,20.11662942,silty,7.656,20.416,10.208,Cotton(lint)
20.85286869,2.046200864,1015.196542,20.45105479,chalky,1.148,1.148,0,Groundnut
21.96617571,2.056593024,1014.617387,21.3599036,loamy,0,0,0,Jowar
21.83588355,2.108812423,1014.386905,20.59223869,chalky,0,0,0,Maize
20.11036288,2.038197655,1015.574446,21.78418835,chalky,0.224,0.28,0,Moong(Green Gram)
21.50178371,2.044138494,1013.067541,21.43061866,silt,0.5,0,0,Niger seed
20.19809151,2.065334832,1014.667406,20.45197714,silty,0,0,0,Other Kharif pulses
20.8495763,2.042889864,1015.639114,21.03300878,silt,598.552,0,0,Ragi
20.20289461,2.055677383,1013.43375,20.43545256,loamy,7.182,18.354,0,Rice
21.18694798,2.015701359,1015.311001,20.6028779,clay,35.742,0,0,Sesamum
21.67203929,1.982602208,1013.867856,21.16361396,sandy,8.74,8.74,0,Soyabean
20.15954196,2.092718429,1014.83807,20.29477924,silt,0.615,0.615,0.615,Sunflower
22.02316617,2.058381066,1013.321391,21.48167857,clay,38.25,38.25,38.25,Urad
20.40143784,2.05280979,1015.431885,21.644158,sandy,0,3.104,0,Gram
20.4813646,2.029086456,1015.228346,20.17982144,clay,4.53,11.778,11.778,Jowar
21.05604699,2.011955233,1013.43996,20.13227478,loamy,39.204,104.544,52.272,Linseed
21.93729156,2.045288983,1014.71947,21.64206511,silty,4.284,4.284,0,Maize
21.79387607,2.074893626,1015.4684,21.58780943,chalky,0,0,0,Other  Rabi pulses
21.56204541,2.099270174,1013.312245,21.72702539,peaty,1.501,1.501,1.501,Rapeseed &Mustard
20.74418041,2.041701654,1014.093142,21.6456227,loamy,1.728,2.16,0,Safflower
21.76741414,1.974286077,1013.924126,20.2035291,clay,2.65,0,0,Sunflower
20.5318075,2.003348627,1015.908274,21.7635152,sandy,3.496,3.496,0,Wheat
20.75687981,2.104848754,1014.990201,21.05643706,sandy,0,0,0,Groundnut
21.01195469,1.989720963,1013.878533,20.79813921,loamy,834.164,0,0,Maize
21.87487318,2.024138821,1015.250512,20.48247601,clay,4.068,10.396,0,Sugarcane
21.07220831,2.042816747,1013.35935,20.1115474,peaty,49.329,0,0,Arhar/Tur
20.37043101,2.031776638,1015.646202,20.45849252,silt,6.38,6.38,0,Bajra
20.02855152,2.062801113,1014.481029,20.65158041,loamy,0.825,0.825,0.825,Castor seed
21.13229953,2.066017808,1014.627223,21.06953518,clay,38.25,38.25,38.25,Cotton(lint)
